stat_name,stat_value,file
transition_score,5.636363636363637,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.638461538461538,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
mean_bl,0.010228731289494164,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
mean_int_bl,0.006671104603937008,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
mean_ext_bl,0.013704258897692308,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
mean_divergence,0.06805392240231352,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
mean_diversity,0.07666252910165307,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
divergence_slope,4.934625257992921e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
diversity_slope,3.4027295269930845e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
transition_score,5.363636363636363,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run8_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.676923076923076,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
mean_bl,0.008970578403488373,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
mean_int_bl,0.00653129283828125,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
mean_ext_bl,0.011372336498461538,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
mean_divergence,0.056264815756716845,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
mean_diversity,0.07586557649219826,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
divergence_slope,3.5804296260111554e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run9_rep0_tr_summary_stats.csv
